,score,assignment
0,3376,"[5, 28, 0, 48, 10, 7, 43, 13, 24, 33, 41, 23, 21, 25, 39, 9, 31, 2, 27, 15, 26, 37, 8, 45, 14, 3, 30, 29, 35, 17, 32, 18, 40, 38, 47, 11, 19, 4, 6, 20, 16, 46, 44, 36, 49, 34, 22, 12, 42, 1]"
